"Source Function / Function / Call Stack","CPU Time","Module","Function (Full)","Source File","Start Address"
"Eigen::internal::general_matrix_vector_product<long, double, Eigen::internal::const_blas_data_mapper<double, long, (int)0>, (int)0, (bool)0, double, Eigen::internal::const_blas_data_mapper<double, long, (int)1>, (bool)0, (int)0>::run","0.215866","[Unknown]","Eigen::internal::general_matrix_vector_product<long, double, Eigen::internal::const_blas_data_mapper<double, long, (int)0>, (int)0, (bool)0, double, Eigen::internal::const_blas_data_mapper<double, long, (int)1>, (bool)0, (int)0>::run(long, long, Eigen::internal::const_blas_data_mapper<double, long, (int)0> const&, Eigen::internal::const_blas_data_mapper<double, long, (int)1> const&, double*, long, double)","GeneralMatrixVector.h","0"
"HcalQIECoder::charge","0.213575","[Unknown]","HcalQIECoder::charge(HcalQIEShape const&, unsigned int, unsigned int) const","HcalQIECoder.cc","0"
"Eigen::DenseStorage<float, (int)100, (int)-1, (int)-1, (int)0>::DenseStorage","0.212062","[Unknown]","Eigen::DenseStorage<float, (int)100, (int)-1, (int)-1, (int)0>::DenseStorage(Eigen::DenseStorage<float, (int)100, (int)-1, (int)-1, (int)0> const&)","DenseStorage.h","0"
"std::basic_streambuf<char, std::char_traits<char>>::sgetn","0.208324","[Unknown]","std::basic_streambuf<char, std::char_traits<char>>::sgetn(char*, long)","streambuf","0"
"TH2::GetBinContent","0.207546","[Unknown]","TH2::GetBinContent(int, int) const","[Unknown]","0"
"MeasurementTrackerImpl::idToDet","0.207266","[Unknown]","MeasurementTrackerImpl::idToDet(DetId const&, MeasurementTrackerEvent const&) const","MeasurementTrackerImpl.h","0"
"LoadDwarfForFile","0.207051","[Unknown]","LoadDwarfForFile(char const*)","[Unknown]","0"
"llvm::DWARFFormValue::getFixedFormSizes","0.203279","[Unknown]","llvm::DWARFFormValue::getFixedFormSizes(unsigned char, unsigned short)","[Unknown]","0"
"je_tcache_bin_flush_small","0.202598","[Unknown]","je_tcache_bin_flush_small","tcache.c","0"
"TH2F::UpdateBinContent","0.202527","[Unknown]","TH2F::UpdateBinContent(int, double)","[Unknown]","0"
"[TBB Scheduler Internals]","0.202478","[Unknown]","tbb::internal::allocate_root_with_context_proxy::allocate(unsigned long) const","governor.h","0"
"edm::InputProductResolver::resolveProduct_","0.200517","[Unknown]","edm::InputProductResolver::resolveProduct_(edm::Principal const&, bool, edm::SharedResourcesAcquirer*, edm::ModuleCallingContext const*) const","std_function.h","0"
"edm::AssociationMap<edm::OneToManyWithQualityGeneric<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, edm::View<reco::Track>, double, unsigned int, edm::RefProd<std::vector<TrackingParticle, std::allocator<TrackingParticle>>>, edm::RefToBaseProd<reco::Track>, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::RefToBase<reco::Track>>>::get","0.197442","[Unknown]","edm::AssociationMap<edm::OneToManyWithQualityGeneric<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, edm::View<reco::Track>, double, unsigned int, edm::RefProd<std::vector<TrackingParticle, std::allocator<TrackingParticle>>>, edm::RefToBaseProd<reco::Track>, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::RefToBase<reco::Track>>>::get(unsigned long) const","AssociationMap.h","0"
"Eigen::LLT<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1>::compute<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>","0.192009","[Unknown]","Eigen::LLT<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1>& Eigen::LLT<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1>::compute<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>(Eigen::EigenBase<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>> const&)","LLT.h","0"
"_mm_mul_ps","0.191433","[Unknown]","_mm_mul_ps(, void, _fS_)","xmmintrin.h","0"
"std::istream::istream","0.191267","[Unknown]","std::istream::istream(std::basic_streambuf<char, std::char_traits<char>>*)","istream","0"
"dqm::impl::MutableMonitorElementData::accessMut","0.190847","[Unknown]","dqm::impl::MutableMonitorElementData::accessMut(void)","MonitorElement.h","0"
"iconv","0.189459","[Unknown]","iconv","[Unknown]","0"
"magfieldparam::bcylDetails::ffunkti<float>","0.187811","[Unknown]","void magfieldparam::bcylDetails::ffunkti<float>(float, float*)","BCyl.h","0"
"edm::ProductResolverBase::productWasDeleted","0.18521","[Unknown]","edm::ProductResolverBase::productWasDeleted(void) const","ProductResolverBase.h","0"
"__pthread_mutex_trylock","0.183672","[Unknown]","__pthread_mutex_trylock","[Unknown]","0"
"TStreamerInfo::ReadBuffer<char**>","0.182991","[Unknown]","int TStreamerInfo::ReadBuffer<char**>(TBuffer&, char** const&, TStreamerInfo::TCompInfo** const, int, int, int, int, int)","[Unknown]","0"
"__memcpy_ssse3_back","0.182219","[Unknown]","__memcpy_ssse3_back","[Unknown]","0"
"__madvise","0.181891","[Unknown]","__madvise","[Unknown]","0"
"DDName::name[abi:cxx11]","0.179399","[Unknown]","DDName::name[abi:cxx11](void) const","DDName.cc","0"
"ROOT::Math::AssignSym::Evaluate<double, (unsigned int)5, ROOT::Math::MatrixMulOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, ROOT::Math::Expr<ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, double, (unsigned int)5, (unsigned int)5>, double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, double, (unsigned int)5>, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>","0.179219","[Unknown]","void ROOT::Math::AssignSym::Evaluate<double, (unsigned int)5, ROOT::Math::MatrixMulOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, ROOT::Math::Expr<ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, double, (unsigned int)5, (unsigned int)5>, double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, double, (unsigned int)5>, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>(ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepSym<double, (unsigned int)5>>&, ROOT::Math::Expr<ROOT::Math::MatrixMulOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, ROOT::Math::Expr<ROOT::Math::TransposeOp<ROOT::Math::SMatrix<double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, double, (unsigned int)5, (unsigned int)5>, double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>>, double, (unsigned int)5>, double, (unsigned int)5, (unsigned int)5, ROOT::Math::MatRepStd<double, (unsigned int)5, (unsigned int)5>> const&)","HelperOps.h","0"
"[TBB Scheduler Internals]","0.178314","[Unknown]","tbb::internal::custom_scheduler<tbb::internal::DefaultSchedulerTraits>::process_bypass_loop(tbb::internal::context_guard_helper<(bool)1>&, tbb::task*, long)","custom_scheduler.h","0"
"ROOT::Math::DisplacementVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>::operator+=<ROOT::Math::Cartesian3D<double>>","0.177886","[Unknown]","ROOT::Math::DisplacementVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>& ROOT::Math::DisplacementVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag>::operator+=<ROOT::Math::Cartesian3D<double>>(ROOT::Math::DisplacementVector3D<ROOT::Math::Cartesian3D<double>, ROOT::Math::DefaultCoordinateSystemTag> const&)","DisplacementVector3D.h","0"
"std::swap<float>","0.177758","[Unknown]","std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<float>>, std::is_move_constructible<float>, std::is_move_assignable<float>>::value, void>::type std::swap<float>(float&, float&)","move.h","0"
"DDFilteredView::filter","0.174858","[Unknown]","DDFilteredView::filter(void)","DDFilteredView.cc","0"
"DetId::det","0.171609","[Unknown]","DetId::det(void) const","DetId.h","0"
"Eigen::internal::general_matrix_vector_product<long, float, Eigen::internal::const_blas_data_mapper<float, long, (int)1>, (int)1, (bool)0, float, Eigen::internal::const_blas_data_mapper<float, long, (int)0>, (bool)0, (int)0>::run","0.171531","[Unknown]","Eigen::internal::general_matrix_vector_product<long, float, Eigen::internal::const_blas_data_mapper<float, long, (int)1>, (int)1, (bool)0, float, Eigen::internal::const_blas_data_mapper<float, long, (int)0>, (bool)0, (int)0>::run(long, long, Eigen::internal::const_blas_data_mapper<float, long, (int)1> const&, Eigen::internal::const_blas_data_mapper<float, long, (int)0> const&, float*, long, float)","GeneralMatrixVector.h","0"
"TAxis::GetBinCenter","0.171395","[Unknown]","TAxis::GetBinCenter(int) const","[Unknown]","0"
"snprintf","0.17","[Unknown]","snprintf","[Unknown]","0"
"PyEval_CallObjectWithKeywords","0.17","[Unknown]","PyEval_CallObjectWithKeywords","ceval.c","0"
"edm::Principal::getProductResolverByIndex","0.169535","[Unknown]","edm::Principal::getProductResolverByIndex(unsigned int const&) const","Principal.cc","0"
"Eigen::internal::first_aligned<(int)16, float, long>","0.166544","[Unknown]","long Eigen::internal::first_aligned<(int)16, float, long>(float const*, long)","Memory.h","0"
"edm::RefCore::getProductPtr","0.165156","[Unknown]","edm::RefCore::getProductPtr(std::type_info const&, edm::EDProductGetter const*) const","RefCore.cc","0"
"llvm::SimpleBitstreamCursor::Read","0.164477","[Unknown]","llvm::SimpleBitstreamCursor::Read(unsigned int)","[Unknown]","0"
"Eigen::internal::gemm_pack_rhs<double, long, Eigen::internal::blas_data_mapper<double, long, (int)0, (int)0>, (int)4, (int)0, (bool)0, (bool)1>::operator()","0.164068","[Unknown]","Eigen::internal::gemm_pack_rhs<double, long, Eigen::internal::blas_data_mapper<double, long, (int)0, (int)0>, (int)4, (int)0, (bool)0, (bool)1>::operator()(double*, Eigen::internal::blas_data_mapper<double, long, (int)0, (int)0> const&, long, long, long, long)","GeneralBlockPanelKernel.h","0"
"approx_math::fpfloor","0.163782","[Unknown]","approx_math::fpfloor(float)","approx_math.h","0"
"Eigen::internal::llt_inplace<float, (int)1>::unblocked<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>","0.159774","[Unknown]","long Eigen::internal::llt_inplace<float, (int)1>::unblocked<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>>(Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>&)","LLT.h","0"
"Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Map<Eigen::Matrix<float, (int)-1, (int)1, (int)0, (int)-1, (int)1>, (int)0, Eigen::Stride<(int)0, (int)0>>>, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, (int)-1, (int)1, (int)0, (int)-1, (int)1> const> const, Eigen::Block<Eigen::Block<Eigen::Map<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)-1, (int)-1> const, (int)0, Eigen::OuterStride<(int)-1>> const, (int)-1, (int)1, (bool)1> const, (int)-1, (int)1, (bool)0> const>>, Eigen::internal::sub_assign_op<float, float>, (int)0>, (int)3, (int)0>::run","0.157601","[Unknown]","Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Map<Eigen::Matrix<float, (int)-1, (int)1, (int)0, (int)-1, (int)1>, (int)0, Eigen::Stride<(int)0, (int)0>>>, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, (int)-1, (int)1, (int)0, (int)-1, (int)1> const> const, Eigen::Block<Eigen::Block<Eigen::Map<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)-1, (int)-1> const, (int)0, Eigen::OuterStride<(int)-1>> const, (int)-1, (int)1, (bool)1> const, (int)-1, (int)1, (bool)0> const>>, Eigen::internal::sub_assign_op<float, float>, (int)0>, (int)3, (int)0>::run(Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Map<Eigen::Matrix<float, (int)-1, (int)1, (int)0, (int)-1, (int)1>, (int)0, Eigen::Stride<(int)0, (int)0>>>, Eigen::internal::evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<float>, Eigen::Matrix<float, (int)-1, (int)1, (int)0, (int)-1, (int)1> const> const, Eigen::Block<Eigen::Block<Eigen::Map<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)-1, (int)-1> const, (int)0, Eigen::OuterStride<(int)-1>> const, (int)-1, (int)1, (bool)1> const, (int)-1, (int)1, (bool)0> const>>, Eigen::internal::sub_assign_op<float, float>, (int)0>&)","AssignEvaluator.h","0"
"llvm::DWARFDebugInfoEntryMinimal::getSubroutineName","0.156623","[Unknown]","llvm::DWARFDebugInfoEntryMinimal::getSubroutineName(llvm::DWARFUnit const*, llvm::DILineInfoSpecifier::FunctionNameKind) const","[Unknown]","0"
"Eigen::internal::redux_impl<Eigen::internal::scalar_sum_op<float, float>, Eigen::internal::redux_evaluator<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<float>, Eigen::Block<Eigen::Block<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1, (int)-1, (bool)0>, (int)1, (int)-1, (bool)0> const>>, (int)0, (int)0>::run<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<float>, Eigen::Block<Eigen::Block<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1, (int)-1, (bool)0>, (int)1, (int)-1, (bool)0> const>>","0.154524","[Unknown]","float Eigen::internal::redux_impl<Eigen::internal::scalar_sum_op<float, float>, Eigen::internal::redux_evaluator<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<float>, Eigen::Block<Eigen::Block<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1, (int)-1, (bool)0>, (int)1, (int)-1, (bool)0> const>>, (int)0, (int)0>::run<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<float>, Eigen::Block<Eigen::Block<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1, (int)-1, (bool)0>, (int)1, (int)-1, (bool)0> const>>(Eigen::internal::redux_evaluator<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<float>, Eigen::Block<Eigen::Block<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1, (int)-1, (bool)0>, (int)1, (int)-1, (bool)0> const>> const&, Eigen::internal::scalar_sum_op<float, float> const&, Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<float>, Eigen::Block<Eigen::Block<Eigen::Matrix<float, (int)-1, (int)-1, (int)0, (int)10, (int)10>, (int)1, (int)-1, (bool)0>, (int)1, (int)-1, (bool)0> const> const&)","Redux.h","0"
"DDExpandedView::next","0.154145","[Unknown]","DDExpandedView::next(void)","DDExpandedView.cc","0"
"tsd_state_get","0.154038","[Unknown]","tsd_state_get","tsd.h","0"
"reco::deltaR2<float, float, float, float>","0.15201","[Unknown]","float reco::deltaR2<float, float, float, float>(float, float, float, float)","deltaR.h","0"
"TrackingParticleSelector::operator()","0.151866","[Unknown]","TrackingParticleSelector::operator()(TrackingParticle const&) const","TrackingParticleSelector.h","0"
"std::operator+<char, std::char_traits<char>, std::allocator<char>>","0.151769","[Unknown]","std::basic_string<char, std::char_traits<char>, std::allocator<char>> std::operator+<char, std::char_traits<char>, std::allocator<char>>(std::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","[Unknown]","0"
"ROOT::Math::Cartesian3D<double>::Cartesian3D","0.151509","[Unknown]","ROOT::Math::Cartesian3D<double>::Cartesian3D(ROOT::Math::Cartesian3D<double> const&)","Cartesian3D.h","0"
"PyEval_EvalCodeEx","0.150986","[Unknown]","PyEval_EvalCodeEx","ceval.c","0"
"PixelThresholdClusterizer::make_cluster","0.14946","[Unknown]","PixelThresholdClusterizer::make_cluster(SiPixelCluster::PixelPos const&, edmNew::DetSetVector<SiPixelCluster>::FastFiller&)","stl_vector.h","0"
"DDExpandedNode::operator==","0.148281","[Unknown]","DDExpandedNode::operator==(DDExpandedNode const&) const","DDExpandedNode.cc","0"
"HcalQIEShape::center","0.148026","[Unknown]","HcalQIEShape::center(unsigned int) const","HcalQIEShape.cc","0"
"edm::WrapperBase::isPresent","0.14726","[Unknown]","edm::WrapperBase::isPresent(void) const","WrapperBase.h","0"
"Eigen::internal::ldlt_inplace<(int)1>::unblocked<Eigen::Matrix<float, (int)8, (int)8, (int)0, (int)8, (int)8>, Eigen::Transpositions<(int)8, (int)8, int>, Eigen::Matrix<float, (int)8, (int)1, (int)0, (int)8, (int)1>>","0.147126","[Unknown]","bool Eigen::internal::ldlt_inplace<(int)1>::unblocked<Eigen::Matrix<float, (int)8, (int)8, (int)0, (int)8, (int)8>, Eigen::Transpositions<(int)8, (int)8, int>, Eigen::Matrix<float, (int)8, (int)1, (int)0, (int)8, (int)1>>(Eigen::Matrix<float, (int)8, (int)8, (int)0, (int)8, (int)8>&, Eigen::Transpositions<(int)8, (int)8, int>&, Eigen::Matrix<float, (int)8, (int)1, (int)0, (int)8, (int)1>&, Eigen::internal::SignMatrix&)","LDLT.h","0"
